کرد	V	ROOT	null	رخداد§n-13136	role_action
که	SUBR	VCL	Arg1	null	junk
دست	N	NVE	null	رابطه§n-13628	no
از	PREP	VPP	Arg3	null	junk
اين	ADJ	NPREMOD	null	null	junk
عمل	N	POSDEP	null	null	junk
کثيف	ADJ	NPOSTMOD	null	مشخصه§n-12756	no
خود	PR	MOZ	null	null	junk
برداريد	V	PRD	null	رخداد§n-13136	role_action
.	PUNC	PUNC	null	null	junk

ولي	CONJ	VCONJ	ArgM_DIS	null	junk
قوم	N	SBJ	Arg0	گروه§n-12753	role
ش	PR	MOZ	null	null	junk
زير	PREP	VPRT	null	null	junk
بار	N	POSDEP	null	null	junk
نرفتند	V	ROOT	null	null	role_action
.	PUNC	PUNC	null	null	junk

لوط	N	SBJ	Arg0	نفر§n-13075	role
لوط	N	SBJ	Arg0	نفر§n-13075	role
که	SUBR	NCL	null	null	junk
صحبت	N	OBJ	Arg1	رخداد§n-13136	no
آن‌ها	PR	MOZ	null	null	junk
را	POSTP	OBJ	Arg1	null	junk
شنيد	V	PRD	null	رخداد§n-13136	role_action
خواست	V	ROOT	null	رخداد§n-13136	role_action
که	SUBR	VCL	Arg1	null	junk
آنان	PR	SBJ	Arg0	null	junk
،	PUNC	PUNC	null	null	junk
خود	PR	PREDEP	null	null	junk
را	POSTP	OBJ	Arg1	null	junk
معرفي	N	NVE	null	رخداد§n-13136	role_intent
نمايند	V	PRD	null	رخداد§n-13136	no
،	PUNC	PUNC	null	null	junk

آن‌ها	PR	SBJ	Arg0	null	junk
حقيقت	N	OBJ	Arg1	مشخصه§n-12756	no
خود	PR	MOZ	null	null	junk
را	POSTP	OBJ	Arg1	null	junk
به	PREP	VPP	Arg3	null	junk
او	PR	POSDEP	null	null	junk
گفتند	V	ROOT	null	رخداد§n-13136	role_action
.	PUNC	PUNC	null	null	junk

لوط	N	SBJ	Arg0	نفر§n-13075	role
علت	N	OBJ	Arg1	null	no
حضور	N	MOZ	null	مشخصه§n-12756	role_state
شان	PR	MOZ	null	null	junk
را	POSTP	OBJ	Arg1	null	junk
پرسيد	V	ROOT	null	رخداد§n-13136	role_action

و	CONJ	VCONJ	ArgM_DIS	null	junk
جبرييل	N	SBJ	Arg0	null	role
گفت	V	ROOT	null	رخداد§n-13136	role_action
:	PUNC	PUNC	null	null	junk
ما	PR	SBJ	Arg0	null	junk
براي	PREP	ADVRB	ArgM_GOL	null	junk
هلاکت	N	POSDEP	null	رخداد§n-13136	role_intent
قوم	N	MOZ	null	گروه§n-12753	role
ت	PR	MOZ	null	null	junk
آمده‌ايم	V	VCL	null	رخداد§n-13136	role_action
.	PUNC	PUNC	null	null	junk

چيزي	N	SBJ	Arg1	null	junk
نگذشت	V	ROOT	null	رخداد§n-13136	no
که	SUBR	VCL	null	null	junk
قوم	N	SBJ	Arg0	گروه§n-12753	role
قوم	N	SBJ	Arg1	گروه§n-12753	role
لوط	N	MOZ	null	نفر§n-13075	role
درب	N	OBJ	Arg1	شيء§n-12703	static_object
خانه	N	MOZ	null	جا§n-12733	location
را	POSTP	OBJ	Arg1	null	junk
شکسته	V	VCONJ	null	رخداد§n-13136	role_action
و	CONJ	VCONJ	null	null	junk
وارد	ADJ	MOS	Arg2	جا§n-12733	location
منزل	N	NEZ	null	جا§n-12733	location
شدند	V	PRD	null	null	junk
.	PUNC	PUNC	null	null	junk

سپس	SUBR	ROOT	ArgM_DIS	null	junk
فرشتگان	N	SBJ	Arg0	هست§n-12706	role
به	PREP	VPP	Arg3	null	junk
لوط	N	VPP	Arg3	نفر§n-13075	role
گفتند	V	PRD	null	رخداد§n-13136	role_action
که	SUBR	VCL	Arg1	null	junk
شبانه	ADV	ADVRB	ArgM_TMP	مشخصه§n-12756	time
با	PREP	ADVRB	ArgM_COM	null	junk
خانواده	N	ADVRB	ArgM_COM	گروه§n-12753	role
ات	PR	MOZ	null	null	junk
از	PREP	AJPP	null	null	junk
اين	ADJ	NPREMOD	null	null	junk
شهر	N	AJPP	null	رخداد§n-13136	location
دور	ADJ	MOS	Arg2	مشخصه§n-12756	role_state
شو	V	VCONJ	null	رخداد§n-13136	role_action
اما	CONJ	VCONJ	ArgM_DIS	null	junk
زن	N	OBJ	Arg1	نفر§n-13075	role
ت	PR	MOZ	null	null	junk
را	POSTP	OBJ	Arg1	null	junk
با	PREP	ADVRB	ArgM_COM	null	junk
خود	PR	POSDEP	null	null	junk
نبر	V	PRD	null	رخداد§n-13136	role_action
که	SUBR	AJUCL	ArgM_CAU	null	junk
او	PR	SBJ	Arg1	null	junk
بايد	UNKNOWN	PRD	null	null	junk
هلاک	ADJ	MOS	Arg2	null	role_state
شود	V	VCL	null	null	junk
.	PUNC	PUNC	null	null	junk

يونس	N	SBJ	Arg1	نفر§n-13075	role
يونس	N	SBJ	Arg0	نفر§n-13075	role
(	PUNC	PUNC	null	null	junk
ع	ARAB	POSDEP	null	null	junk
)	PUNC	PUNC	null	null	junk
از	PREP	MOS	Arg2	null	junk
پيامبران	N	MOS	Arg2	نفر§n-13075	role
بني‌اسراييل	N	MOZ	null	null	role_state
است	V	ROOT	null	null	junk
که	SUBR	NCL	null	null	junk
بعداز	PREP	ADVRB	ArgM_TMP	null	no
سليمان	N	POSDEP	null	نفر§n-13075	role
ظهور	N	NVE	null	رخداد§n-13136	role_intent
کرد	V	PRD	null	رخداد§n-13136	junk
.	PUNC	PUNC	null	null	junk

ايشان	PR	SBJ	Arg0	null	junk
به‌خاطر	PREP	ADVRB	ArgM_CAU	null	no
اين	PR	POSDEP	null	null	junk
که	SUBR	NCL	null	null	junk
در	PREP	VPP	Arg3	null	junk
شکم	N	VPP	Arg3	رابطه§n-13628	no
ماهي	N	MOZ	null	جانور§n-12239	dynamic_object
قرار	N	NVE	null	null	no
گرفت	V	PRD	null	null	junk
با	PREP	VPP	Arg2	null	junk
لقب	N	VPP	Arg2	null	no
ذوالنون	N	MOZ	null	null	role_state
(	PUNC	PUNC	null	null	junk
صاحب	N	APP	null	نفر§n-13075	role_state
الحوت	ARAB	MOZ	null	جانور§n-12239	dynamic_object
)	PUNC	PUNC	null	null	junk
ياد	N	NVE	null	null	no
شده‌است	V	ROOT	null	رخداد§n-13136	no
.	PUNC	PUNC	null	null	junk

قبر	N	SBJ	Arg1	جا§n-12733	static_object
ايشان	PR	MOZ	null	null	junk
در	PREP	VPP	Arg3	null	junk
نزديکي	N	VPP	Arg3	جا§n-12733	location
کوفه	N	MOZ	null	null	location
و	CONJ	PCONJ	null	null	junk
در	PREP	POSDEP	null	null	junk
کنار	N	POSDEP	null	جا§n-12733	location
رود	N	MOZ	null	مشخصه§n-12756	static_object
فرات	N	MOZ	null	مشخصه§n-12756	location
قرار	N	NVE	null	null	no
دارد	V	ROOT	null	null	junk
.	PUNC	PUNC	null	null	junk

شهر	N	SBJ	null	جا§n-12733	location
نينوا	N	MOZ	Arg1	null	location
نينوا	N	MOZ	Arg1	null	location
در	PREP	NPP	null	null	junk
منطقه	N	NPP	null	جا§n-12733	location
موصل	N	MOZ	null	null	location
(	PUNC	PUNC	null	null	junk
در	PREP	POSDEP	null	null	junk
عراق	N	POSDEP	null	جا§n-12733	location
کنوني	ADJ	NPOSTMOD	null	null	junk
)	PUNC	PUNC	null	null	junk
پايتخت	N	TAM	Arg2	جا§n-12733	location
دولت	N	MOZ	null	مشخصه§n-12756	no
عاشوريان	N	MOZ	null	null	role
به	PREP	VPRT	null	null	junk
شمار	N	VPRT	null	null	no
مي‌رفت	V	VCONJ	null	رخداد§n-13136	no
(	PUNC	PUNC	null	null	junk
نينوا	N	SBJ	Arg1	null	location
در	PREP	ADVRB	ArgM_TMP	null	junk
آن	ADJ	NPREMOD	null	null	junk
دوران	N	ADVRB	ArgM_TMP	دوره_زماني§n-12603	time
از	PREP	AJPP	null	null	junk
غني‌ترين	ADJ	NPREMOD	null	مشخصه§n-12756	static_object_state
و	CONJ	AJCONJ	null	null	junk
بزرگترين	ADJ	AJCONJ	null	مشخصه§n-12756	static_object_state
شهرهاي	N	AJPP	null	جا§n-12733	location
مشرق‌زمين	N	MOZ	null	null	no
محسوب	ADJ	MOS	Arg2	مشخصه§n-12756	no
مي‌شد	V	POSDEP	null	null	no
)	PUNC	PUNC	null	null	junk
و	CONJ	VCONJ	null	null	junk
داراي	ADJ	MOS	Arg2	null	no
جمعيتي	N	NEZ	null	گروه§n-12753	role
بيش‌از	ADJ	NPREMOD	null	null	no
صدهزار	NUM	NPREMOD	null	null	junk
نفر	N	POSDEP	null	اندازه§n-12768	no
بود	V	ROOT	null	null	junk
.	PUNC	PUNC	null	null	junk

خداوند	N	SBJ	Arg0	خصوصيت_رواني§n-12725	no
حضرت	N	OBJ	Arg1	null	role_state
يونس	N	MOZ	null	نفر§n-13075	role
را	POSTP	OBJ	Arg1	null	junk
به‌سوي	PREP	VPP	Arg3	null	no
آنان	PR	POSDEP	null	null	junk
فرستاد	V	ROOT	null	رخداد§n-13136	no
.	PUNC	PUNC	null	null	junk

او	PR	SBJ	Arg0	null	junk
آن‌ها	PR	OBJ	Arg1	null	junk
را	POSTP	OBJ	Arg1	null	junk
به	PREP	NPP	Arg3	null	junk
راه	N	POSDEP	null	null	junk
راست	ADJ	NPOSTMOD	null	مشخصه§n-12756	no
و	CONJ	NCONJ	null	null	junk
پرستش	N	NCONJ	null	رخداد§n-13136	role_intent
خداي	N	MOZ	null	خصوصيت_رواني§n-12725	no
يکتا	ADJ	NPOSTMOD	null	مشخصه§n-12756	no
دعوت	N	NVE	null	خبر§n-12766	role_intent
مي‌نمود	V	VCONJ	null	رخداد§n-13136	role_action
اما	CONJ	VCONJ	ArgM_DIS	null	junk
آن‌ها	PR	SBJ	Arg0	null	junk
بر	PREP	NPP	Arg3	null	junk
کفر	N	POSDEP	null	null	role_intent
خود	PR	MOZ	null	null	junk
اصرار	N	NVE	null	رخداد§n-13136	no
مي‌ورزيدند	V	ROOT	null	رخداد§n-13136	role_action
.	PUNC	PUNC	null	null	junk

بعداز	PREP	ADVRB	ArgM_TMP	null	no
33	NUM	NPREMOD	null	null	junk
سال	N	MESU	null	دوره_زماني§n-12603	time
دعوت	N	POSDEP	null	خبر§n-12766	role_intent
،	PUNC	PUNC	null	null	junk
جز	PREP	SBJ	Arg0	null	junk
2	NUM	NPREMOD	null	null	junk
نفر	N	POSDEP	null	اندازه§n-12768	role
به	PREP	VPP	Arg3	null	junk
او	PR	POSDEP	null	null	junk
نگرويدند	V	ROOT	null	رخداد§n-13136	role_action
که	SUBR	NCL	null	null	junk
يکي‌از	ADJ	APREMOD	null	null	no
آن	ADJ	APREMOD	null	null	junk
دو	NUM	SBJ	Arg1	null	junk
دوست	N	MOS	Arg2	نفر§n-13075	role
قديمي	ADJ	NPOSTMOD	null	null	role_state
ش	PR	MOZ	null	null	junk
روبيل	N	APP	Arg1	null	role
بود	V	PREDEP	null	null	junk
که	SUBR	NCL	null	null	junk
از	PREP	MOS	Arg2	null	junk
دانشمندان	N	MOS	Arg2	نفر§n-13075	role_state
بود	V	PRD	null	null	junk
و	CONJ	VCONJ	null	null	junk
ديگري	PR	SBJ	Arg1	null	junk
عابد	N	TAM	Arg2	نفر§n-13075	role
و	CONJ	NCONJ	null	null	junk
زاهدي	N	NCONJ	null	نفر§n-13075	role_state
به	PREP	NPP	null	null	junk
نام	N	POSDEP	null	null	junk
تنوخا	N	MOZ	null	null	role
نام	N	NVE	null	null	junk
داشت	V	PRD	null	null	junk
.	PUNC	PUNC	null	null	junk

هنگامي	N	ADVRB	ArgM_TMP	دوره_زماني§n-12603	time
که	SUBR	NCL	null	null	junk
زحمات	N	SBJ	Arg1	رخداد§n-13136	role_intent
يونس	N	MOZ	null	نفر§n-13075	role
بي‌نتيجه	ADV	ADVC	Arg2	مشخصه§n-12756	no
ماند	V	PRD	null	رخداد§n-13136	no
تصميم	N	NVE	null	رخداد§n-13136	role_intent
گرفت	V	ROOT	null	رخداد§n-13136	no
تا	SUBR	VCL	Arg3	null	junk
مردم	N	PREDEP	null	گروه§n-12753	role
ش	PR	MOZ	null	null	junk
را	POSTP	OBJ	Arg1	null	junk
نفرين	N	NVE	null	null	no
کند	V	PRD	null	رخداد§n-13136	role_action
.	PUNC	PUNC	null	null	junk

روبيل	N	SBJ	Arg0	null	role
به	PREP	VPP	Arg3	null	junk
او	PR	POSDEP	null	null	junk
گفت	V	ROOT	null	رخداد§n-13136	role_action
که	SUBR	VCL	Arg1	null	junk
اين	ADJ	NPREMOD	null	null	junk
کار	N	OBJ	Arg1	رخداد§n-13136	no
را	POSTP	OBJ	Arg1	null	junk
نکن	V	PRD	null	رخداد§n-13136	role_action
زيراکه	SUBR	AJUCL	ArgM_CAU	null	no
خداوند	N	SBJ	Arg0	خصوصيت_رواني§n-12725	no
هلاکت	N	OBJ	Arg1	رخداد§n-13136	role_state
آن‌ها	PR	MOZ	null	null	junk
را	POSTP	OBJ	Arg1	null	junk
نمي‌پسندد	V	PRD	null	رخداد§n-13136	no
،	PUNC	PUNC	null	null	junk

درنتيجه	SUBR	ROOT	ArgM_DIS	null	no
يونس	N	SBJ	Arg0	نفر§n-13075	role
قوم	N	OBJ	Arg1	گروه§n-12753	role
ش	PR	MOZ	null	null	junk
را	POSTP	OBJ	Arg1	null	junk
نفرين	N	NVE	null	null	role_intent
کرد	V	PRD	null	رخداد§n-13136	role_action
.	PUNC	PUNC	null	null	junk

روبيل	N	SBJ	Arg0	null	role
به‌نزد	PREP	VPP	Arg4	null	location
مردم	N	POSDEP	null	گروه§n-12753	role
رفت	V	PREDEP	null	رخداد§n-13136	role_action
و	CONJ	VCONJ	null	null	junk
از	PREP	VPP	Arg3	null	junk
آنان	PR	POSDEP	null	null	junk
خواست	V	ROOT	null	رخداد§n-13136	role_action
تا	SUBR	VCL	Arg1	null	junk
به	PREP	NPP	Arg3	null	junk
درگاه	N	NPP	Arg3	شيء§n-12703	no
الهي	ADJ	NPOSTMOD	null	مشخصه§n-12756	no
استغاثه	N	NVE	null	خبر§n-12766	role_intent
کنند	V	PREDEP	null	رخداد§n-13136	role_action
و	CONJ	VCONJ	null	null	junk
توبه	N	NVE	null	مشخصه§n-12756	role_intent
نمايند	V	VCL	null	رخداد§n-13136	role_action
.	PUNC	PUNC	null	null	junk

بعداز	PREP	ADVRB	ArgM_TMP	null	time
چند	ADJ	NPREMOD	null	null	junk
وقت	N	POSDEP	null	دوره_زماني§n-12603	time
يونس	N	SBJ	Arg0	نفر§n-13075	role
يونس	N	SBJ	Arg0	نفر§n-13075	role
جهت	N	ADVRB	ArgM_PRP	null	junk
مشاهده	N	MOZ	null	null	role_intent
عذاب	N	MOZ	null	رخداد§n-13136	role_state
وارد	ADJ	MOS	Arg2	جا§n-12733	location
شهر	N	NEZ	null	جا§n-12733	location
شد	V	PREDEP	null	رخداد§n-13136	role_action
اما	CONJ	VCONJ	null	null	junk
ديد	V	ROOT	null	رخداد§n-13136	role_action
که	SUBR	VCL	Arg1	null	junk
اتفاق	N	NVE	null	رخداد§n-13136	no
خاصي	ADJ	NPOSTMOD	null	مشخصه§n-12756	no
نيفتاده	V	PRD	null	رخداد§n-13136	no
،	PUNC	PUNC	null	null	junk

وقتي	N	ADVRB	ArgM_TMP	null	junk
قضيه	N	OBJ	Arg1	رخداد§n-13136	no
را	POSTP	OBJ	Arg1	null	junk
از	PREP	VPP	Arg3	null	junk
يکي‌از	ADJ	NPREMOD	null	null	no
اهالي	N	VPP	Arg3	گروه§n-12753	role
پرسيد	V	NCL	null	رخداد§n-13136	role_action
مرد	N	SBJ	Arg0	نفر§n-13075	role
مرد	N	SBJ	Arg0	نفر§n-13075	role
که	SUBR	NCL	null	null	junk
او	PR	PREDEP	null	null	junk
را	POSTP	OBJ	Arg1	null	junk
نمي‌شناخت	V	PRD	null	رخداد§n-13136	role_action
ماجراي	N	OBJ	Arg3	رخداد§n-13136	no
نفرين	N	MOZ	null	null	role_intent
يونس	N	MOZ	null	نفر§n-13075	role
و	CONJ	NCONJ	null	null	junk
توبه	N	NCONJ	null	مشخصه§n-12756	role_intent
مردم	N	MOZ	null	گروه§n-12753	role
را	POSTP	OBJ	Arg3	null	junk
براي	PREP	VPP	Arg4	null	junk
ش	PR	POSDEP	null	null	junk
توضيح	N	NVE	null	خبر§n-12766	role_intent
داد	V	ROOT	null	رخداد§n-13136	role_action
.	PUNC	PUNC	null	null	junk

يونس	N	SBJ	Arg1	نفر§n-13075	role
يونس	N	SBJ	Arg0	نفر§n-13075	role
يونس	N	SBJ	Arg0	نفر§n-13075	role
يونس	N	SBJ	Arg0	نفر§n-13075	role
با	PREP	ADVRB	ArgM_CAU	null	junk
شنيدن	N	ADVRB	ArgM_CAU	رخداد§n-13136	role_action
اين	ADJ	NPREMOD	null	null	junk
خبر	N	MOZ	null	خبر§n-12766	no
خشمگين	ADJ	MOS	Arg2	مشخصه§n-12756	role_state
شد	V	PREDEP	null	رخداد§n-13136	role_action

و	CONJ	VCONJ	null	null	junk
بدون	PREP	ADVRB	ArgM_NEG	null	junk
اذن	N	POSDEP	null	خبر§n-12766	no
پروردگار	N	MOZ	null	خصوصيت_رواني§n-12725	no
ش	PR	MOZ	null	null	junk
شهر	N	OBJ	Arg1	جا§n-12733	location
را	POSTP	OBJ	Arg1	null	junk
ترک	N	NVE	null	رخداد§n-13136	role_intent
کرد	V	PREDEP	null	رخداد§n-13136	role_action

و	CONJ	VCONJ	null	null	junk
رفت	V	ROOT	null	رخداد§n-13136	role_action
تا	SUBR	AJUCL	ArgM_CAU	null	junk
به	PREP	VPP	Arg4	null	junk
کنار	N	POSDEP	null	جا§n-12733	location
دريايي	N	MOZ	null	جا§n-12733	location
رسيد	V	PRD	null	رخداد§n-13136	role_action
،	PUNC	PUNC	null	null	junk

سوار	ADJ	MOS	Arg2	مشخصه§n-12756	role_state
يک	NUM	NPREMOD	null	null	junk
کشتي	N	NEZ	Arg1	شيء§n-12703	dynamic_object
شد	V	ROOT	null	رخداد§n-13136	role_action
که	SUBR	NCL	null	null	junk
پر‌از	ADJ	NPREMOD	null	null	no
بار	N	MOS	Arg2	شيء§n-12703	static_object
و	CONJ	NCONJ	null	null	junk
مسافر	N	NCONJ	null	نفر§n-13075	role
بود	V	PRD	null	null	junk
.	PUNC	PUNC	null	null	junk

کشتي	N	SBJ	Arg1	شيء§n-12703	dynamic_object
در‌ميانه	PREP	MOS	Arg2	null	location
راه	N	POSDEP	null	مشخصه§n-12756	location
بود	V	ROOT	null	null	junk
که	SUBR	AJUCL	ArgM_TMP	null	junk
ناگهان	ADV	ADVRB	ArgM_ADV	null	junk
ماهي	N	SBJ	Arg0	جانور§n-12239	dynamic_object
ماهي	N	SBJ	Arg0	جانور§n-12239	dynamic_object
ماهي	N	SBJ	Arg0	جانور§n-12239	dynamic_object
بزرگي	ADJ	NPOSTMOD	null	مشخصه§n-12756	dynamic_object_state
جلوي	PREP	OBJ	Arg1	جا§n-12733	no
ش	PR	POSDEP	null	null	junk
را	POSTP	OBJ	Arg1	null	junk
گرفت	V	PREDEP	null	رخداد§n-13136	dynamic_object_action
و	CONJ	VCONJ	null	null	junk
دهان	N	OBJ	Arg1	شيء§n-12703	static_object
خود	PR	MOZ	null	null	junk
را	POSTP	OBJ	Arg1	null	junk
باز	ADJ	MOS	Arg2	مشخصه§n-12756	static_object_state
کرد	V	PREDEP	null	رخداد§n-13136	dynamic_object_action
و	CONJ	VCONJ	null	null	junk
طلب	N	NVE	null	رخداد§n-13136	no
غذا	N	MOZ	Arg1	null	static_object
نمود	V	PRD	null	رخداد§n-13136	dynamic_object_action
.	PUNC	PUNC	null	null	junk

هر	ADJ	NPREMOD	null	null	junk
بار	N	ADVRB	ArgM_TMP	null	junk
قرعه	N	SBJ	Arg1	null	no
به	PREP	VPP	Arg3	null	junk
نام	N	POSDEP	null	null	junk
يونس	N	MOZ	null	نفر§n-13075	role
درآمد	V	ROOT	null	null	no

درنتيجه	SUBR	AJUCL	ArgM_CAU	null	no
درنتيجه	SUBR	AJUCL	ArgM_DIS	null	no
او	PR	PREDEP	null	null	junk
را	POSTP	OBJ	Arg1	null	junk
در	PREP	VPP	Arg3	null	junk
درون	N	POSDEP	null	جا§n-12733	location
دريا	N	MOZ	null	جا§n-12733	location
انداخته	V	VCONJ	null	رخداد§n-13136	role_action
و	CONJ	VCONJ	null	null	junk
ماهي	N	SBJ	Arg0	جانور§n-12239	dynamic_object
ماهي	N	SBJ	Arg0	جانور§n-12239	dynamic_object
نيز	ADV	ADVRB	ArgM_ADV	null	junk
فوري	ADV	ADVRB	ArgM_TMP	مشخصه§n-12756	no
او	PR	PREDEP	null	null	junk
را	POSTP	OBJ	Arg1	null	junk
بلعيد	V	VCONJ	null	رخداد§n-13136	dynamic_object_action
و	CONJ	VCONJ	null	null	junk
به	PREP	VPP	Arg3	null	junk
اعماق	N	VPP	Arg3	جا§n-12733	location
آب	N	MOZ	null	ماده§n-14032	dynamic_object
بازگشت	V	PRD	null	رخداد§n-13136	dynamic_object_action
.	PUNC	PUNC	null	null	junk

خداوند	N	SBJ	Arg0	خصوصيت_رواني§n-12725	no
به	PREP	NPP	Arg3	null	junk
ماهي	N	NPP	Arg3	جانور§n-12239	dynamic_object
الهام	N	NVE	null	خصوصيت_رواني§n-12725	dynamic_object_state
نمود	V	ROOT	null	null	no
تا	SUBR	VCL	Arg1	null	junk
به	PREP	NPP	Arg3	null	junk
او	PR	POSDEP	null	null	junk
آسيبي	N	NVE	null	مشخصه§n-12756	role_state
نرساند	V	VCL	null	رخداد§n-13136	dynamic_object_action
.	PUNC	PUNC	null	null	junk

يونس	N	SBJ	Arg0	نفر§n-13075	role
يونس	N	SBJ	Arg0	نفر§n-13075	role
يونس	N	SBJ	Arg1	نفر§n-13075	role
چند	ADJ	NPREMOD	null	null	junk
روزي	N	ADVRB	ArgM_EXT	دوره_زماني§n-12603	time
را	UNKNOWN	POSDEP	null	null	junk
در	PREP	ADVRB	ArgM_LOC	null	junk
درون	N	POSDEP	null	جا§n-12733	location
شکم	N	MOZ	null	رابطه§n-13628	no
ماهي	N	MOZ	null	جانور§n-12239	dynamic_object
به	PREP	VPP	Arg3	null	junk
اطاعت	N	VPP	Arg3	رابطه§n-13628	role_intent
و	CONJ	NCONJ	null	null	junk
پرستش	N	NCONJ	null	رخداد§n-13136	role_intent
خداوند	N	MOZ	null	خصوصيت_رواني§n-12725	no
پرداخت	V	VCONJ	null	رخداد§n-13136	role_action
و	CONJ	VCONJ	null	null	junk
به	PREP	NPP	Arg3	null	junk
عظمت	N	NPP	Arg3	مشخصه§n-12756	no
ش	PR	MOZ	null	null	junk
اعتراف	N	NVE	null	null	role_state
کرد	V	PREDEP	null	رخداد§n-13136	role_action
و	CONJ	VCONJ	null	null	junk
متوجه	ADJ	MOS	Arg2	مشخصه§n-12756	role_state
اشتباه	N	NEZ	null	رخداد§n-13136	role_state
خود	PR	MOZ	null	null	junk
شد	V	ROOT	null	null	junk
.	PUNC	PUNC	null	null	junk

خداوند	N	SBJ	Arg0	خصوصيت_رواني§n-12725	no
خداوند	N	SBJ	Arg0	خصوصيت_رواني§n-12725	no
نيز	ADV	ADVRB	ArgM_ADV	null	junk
توبه	N	OBJ	Arg1	مشخصه§n-12756	role_intent
اش	PR	MOZ	null	null	junk
را	POSTP	OBJ	Arg1	null	junk
قبول	ADJ	NVE	null	مشخصه§n-12756	no
نمود	V	VCONJ	null	رخداد§n-13136	no

و	CONJ	VCONJ	null	null	junk
به	PREP	VPP	Arg3	null	junk
ماهي	N	VPP	Arg3	جانور§n-12239	dynamic_object
الهام	N	NVE	null	خصوصيت_رواني§n-12725	no
کرد	V	ROOT	null	رخداد§n-13136	junk
تا	SUBR	VCL	Arg1	null	junk
او	PR	PREDEP	null	null	junk
را	POSTP	OBJ	Arg1	null	junk
را	POSTP	OBJ	Arg1	null	junk
به	PREP	VPP	Arg4	null	junk
ساحل	N	VPP	Arg4	جا§n-12733	location
ببرد	V	PREDEP	null	رخداد§n-13136	dynamic_object_action

و	CONJ	VCONJ	null	null	junk
رها	ADJ	MOS	Arg2	مشخصه§n-12756	role_state
سازد	V	VCL	null	رخداد§n-13136	dynamic_object_action
پس	SUBR	AJUCL	ArgM_DIS	null	junk
ماهي	N	SBJ	Arg0	جانور§n-12239	dynamic_object
نيز	ADV	ADVRB	ArgM_ADV	null	junk
چنان	PR	OBJ	Arg1	null	junk
کرد	V	PRD	null	رخداد§n-13136	dynamic_object_action
.	PUNC	PUNC	null	null	junk

يونس	N	SBJ	Arg1	نفر§n-13075	role
يونس	N	SBJ	Arg0	نفر§n-13075	role
با	PREP	ADVRB	ArgM_MNR	null	junk
حالي	N	ADVRB	ArgM_MNR	مشخصه§n-12756	no
گرفته	ADJ	NPOSTMOD	null	null	role_state
و	CONJ	AJCONJ	null	null	junk
بيمار	ADJ	AJCONJ	null	مشخصه§n-12756	role_state
از	PREP	ADVRB	ArgM_LOC	null	junk
شکم	N	ADVRB	ArgM_LOC	رابطه§n-13628	no
ماهي	N	MOZ	null	جانور§n-12239	dynamic_object
خارج	ADJ	MOS	Arg2	جا§n-12733	location
شد	V	PREDEP	null	رخداد§n-13136	role_action
و	CONJ	VCONJ	null	null	junk
در	PREP	ADVRB	ArgM_LOC	null	junk
کنار	N	POSDEP	null	جا§n-12733	location
ساحل	N	MOZ	null	جا§n-12733	location
به	PREP	NPP	Arg3	null	junk
سايه	N	NPP	Arg3	مشخصه§n-12756	static_object
گياه	N	MOZ	null	جان_دار§n-10393	static_object
کدوبني	N	MOZ	null	null	no
(	PUNC	PUNC	null	null	junk
گياهي	N	POSDEP	null	جان_دار§n-10393	static_object
از	PREP	NPP	null	null	junk
قسم	N	NPP	null	خصوصيت_رواني§n-12725	no
کدو	N	MOZ	null	null	static_object_state
)	PUNC	PUNC	null	null	junk
تکيه	N	NVE	null	مشخصه§n-12756	role_state
زد	V	ROOT	null	رخداد§n-13136	role_action
،	PUNC	PUNC	null	null	junk

او	PR	SBJ	Arg0	null	junk
او	PR	SBJ	Arg0	null	junk
همواره	ADV	ADVRB	ArgM_ADV	null	junk
ذکر	N	OBJ	Arg1	خصوصيت_رواني§n-12725	role_intent
خدا	N	MOZ	null	خصوصيت_رواني§n-12725	no
مي‌گفت	V	ROOT	null	رخداد§n-13136	role_action
تا	SUBR	AJUCL	ArgM_TMP	null	junk
سلامتي	N	OBJ	Arg1	مشخصه§n-12756	role_state
خود	PR	MOZ	null	null	junk
را	POSTP	OBJ	Arg1	null	junk
بازيافت	V	AJUCL	null	رخداد§n-13136	role_action
.	PUNC	PUNC	null	null	junk

در	PREP	ADVRB	ArgM_TMP	null	junk
اين	ADJ	NPREMOD	null	null	junk
هنگام	N	ADVRB	ArgM_TMP	دوره_زماني§n-12603	time
يونس	N	SBJ	Arg1	نفر§n-13075	role
يونس	N	SBJ	Arg0	نفر§n-13075	role
متوجه	ADJ	MOS	Arg2	مشخصه§n-12756	role_intent
خطاي	N	NEZ	null	رخداد§n-13136	role_intent
خود	PR	MOZ	null	null	junk
شد	V	PREDEP	null	رخداد§n-13136	role_action
و	CONJ	VCONJ	null	null	junk
از	PREP	NPP	Arg3	null	junk
درگاه	N	NPP	Arg3	شيء§n-12703	no
الهي	ADJ	NPOSTMOD	null	مشخصه§n-12756	no
تقاضاي	N	NVE	null	خبر§n-12766	role_intent
عفو	N	MOZ	Arg1	رخداد§n-13136	role_intent
و	CONJ	NCONJ	null	null	junk
بخشش	N	NCONJ	null	رخداد§n-13136	role_intent
نمود	V	ROOT	null	رخداد§n-13136	role_action
.	PUNC	PUNC	null	null	junk

سپس	SUBR	ROOT	ArgM_DIS	null	junk
به	PREP	NPP	Arg4	null	junk
